model,provider,deployment,profile_id,repetition,rationale_high,autonomy_infringement,procedural_legitimacy,collective_responsibility,access_barriers,coercive_backlash
GPT-4.1 mini,OpenAI,,P03,5,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and low income. While she has access to a regular doctor and some trust in public health, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P04,1,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, lack of a regular doctor, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but the logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P04,2,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, lack of a regular doctor, and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P04,3,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, lack of a regular doctor, and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P04,4,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, lack of a regular doctor, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but the logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P04,5,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, lack of a regular doctor, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P05,1,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, part-time work, and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P05,2,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, part-time work, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P05,3,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, part-time work, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P05,4,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, part-time work, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P05,5,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, part-time work, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P06,1,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and childcare responsibilities. While she has some trust in health authorities and access to a doctor, the cumbersome process reduces her willingness to proceed.",0,0,0,1,0
GPT-4.1 mini,OpenAI,,P06,2,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and childcare responsibilities. While she trusts health authorities moderately and has flexible work hours, the inconvenience and time required reduce her willingness to proceed.",0,0,0,1,0
GPT-4.1 mini,OpenAI,,P06,3,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income, part-time work, and childcare responsibilities. While she trusts public health authorities moderately and has access to a doctor, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P06,4,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, part-time work, and childcare responsibilities. While she trusts public health authorities moderately and has access to a doctor, the cumbersome process reduces her willingness to get vaccinated.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P06,5,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, part-time work, and childcare responsibilities. While she trusts public health authorities moderately and has access to a doctor, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P07,1,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, lack of a regular doctor, and childcare responsibilities. Medium trust in public health authorities provides some motivation, but the logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P07,2,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and lack of a regular healthcare provider. While she has some trust in public health, the inconvenience and complexity reduce her willingness to get vaccinated.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P07,3,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and lack of a regular healthcare provider. While she has some trust in public health, the inconvenience and paperwork reduce her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P07,4,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, lack of a regular doctor, and childcare responsibilities. While she has medium trust in public health, the logistical challenges and required documentation reduce her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P07,5,"The in-person registration with long wait times and paperwork is a significant barrier given her low income and lack of a regular doctor. While she controls her schedule, the complexity and time required reduce her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P08,1,"The in-person registration with long wait times and paperwork is a significant barrier given her low income and childcare responsibilities. Although she controls her schedule, the inconvenience and requirement for multiple documents reduce her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P08,2,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, childcare responsibilities, and the distance to the clinic. While she has medium trust in public health and controls her schedule, the inconvenience and documentation requirements reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P08,3,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, childcare responsibilities, and the distance to the clinic. While she has some trust in public health and controls her schedule, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P08,4,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, childcare responsibilities, and the distance to the clinic. While she has some trust in public health and controls her schedule, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P08,5,"The in-person registration with long wait times and paperwork is a significant barrier given her low income, childcare responsibilities, and the distance to the clinic. While she has medium trust in public health authorities and a regular doctor, the logistical challenges reduce her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P09,1,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and childcare responsibilities. Although she has medium trust and easy access to a doctor, the cumbersome process reduces her willingness to proceed.",0,0,0,1,0
GPT-4.1 mini,OpenAI,,P09,2,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and childcare responsibilities. While she has medium trust in public health and easy access to a doctor, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P09,3,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and childcare responsibilities. Although she has a regular doctor and medium trust in public health, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P09,4,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and childcare responsibilities. Although she has a regular doctor and medium trust in public health, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P09,5,"The in-person registration with long wait times and multiple documents is a significant barrier given her low income and childcare responsibilities. Although she has a regular doctor and medium trust in public health, the cumbersome process reduces her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P10,1,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P10,2,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. Medium trust in public health authorities provides some motivation, but logistical challenges reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P10,3,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P10,4,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P10,5,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her motivation despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P11,1,"The in-person registration with long wait times and complex paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. The requirement for income and residency proof adds further inconvenience, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P11,2,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P11,3,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P11,4,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her motivation despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P11,5,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her motivation despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P12,1,The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. Medium trust in public health means she is somewhat open but the inconvenience lowers her willingness.,0,0,1,1,0
GPT-4.1 mini,OpenAI,,P12,2,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job and childcare responsibilities. Medium trust in public health and easy access to a doctor may encourage vaccination, but the inconvenient process lowers her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P12,3,The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. Medium trust in public health is not enough to overcome these logistical challenges.,0,0,1,1,0
GPT-4.1 mini,OpenAI,,P12,4,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. While she has medium trust in public health and access to a doctor, the inconvenient process lowers her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P12,5,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. Medium trust in public health and easy access to a doctor slightly increase willingness, but the cumbersome process lowers it overall.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P13,1,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. The need for income and residency proof adds complexity, and medium trust in public health reduces motivation to overcome these barriers.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P13,2,"The in-person registration with lengthy wait times and paperwork is inconvenient given her part-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her motivation despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P13,3,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. The need for income and residency proof adds complexity, reducing motivation despite medium trust in public health.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P13,4,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. The need for income and residency proof adds complexity, reducing motivation despite medium trust in public health.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P13,5,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. The need for income and residency proof adds complexity, and medium trust in public health reduces motivation to overcome these barriers.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P14,1,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and flexible hours somewhat mitigate reluctance, but the barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P14,2,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and flexible hours help somewhat, but the barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P14,3,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and a regular doctor may motivate some willingness, but the barriers reduce overall willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P14,4,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health motivates some willingness, but the barriers reduce overall willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P14,5,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. The requirement for income and residency proof adds complexity, reducing motivation despite moderate trust in health authorities.",0,0,0,0,0
GPT-4.1 mini,OpenAI,,P15,1,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health means she is somewhat open but the barriers reduce her willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P15,2,"The in-person registration with lengthy wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health means she is somewhat open but the barriers reduce her willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P15,3,"The in-person registration with lengthy wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and easy doctor access may encourage vaccination, but the cumbersome process lowers willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P15,4,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. Medium trust in public health motivates some willingness, but the barriers reduce overall motivation.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P15,5,"The in-person registration with lengthy wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health motivates some willingness, but the barriers reduce overall willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P16,1,"The in-person registration with lengthy wait times and paperwork is inconvenient, especially with a young child and self-employment. The requirement for income and residency proof adds complexity, reducing willingness despite medium trust in public health.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P16,2,"The in-person registration with lengthy wait times and paperwork is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health and self-employment flexibility slightly increase willingness, but the barriers reduce motivation.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P16,3,"The in-person registration with lengthy wait times and paperwork is inconvenient, especially with a young child and self-employment schedule flexibility. Medium trust in public health and lack of a regular doctor reduce motivation, but moderate income and control over schedule keep some willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P16,4,"The in-person registration with lengthy wait times and paperwork is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health and self-employment flexibility slightly increase willingness, but the barriers reduce motivation.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P16,5,"The in-person registration with lengthy wait times and paperwork is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health and self-employment flexibility slightly increase willingness, but the burdensome process lowers it significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P17,1,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health and the need for income and residency proof add barriers, reducing her willingness to proceed.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P17,2,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health and the need for income and residency proof add barriers, reducing willingness despite recognizing vaccine importance.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P17,3,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health authorities provides some motivation, but the logistical barriers reduce willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P17,4,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health and the need for income and residency proof add barriers, reducing willingness despite recognizing vaccine importance.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P17,5,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health authorities provides some motivation, but the barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P18,1,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and self-employment schedule flexibility. Medium trust in public health and easy access to a doctor slightly increase willingness, but the cumbersome process lowers motivation.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P18,2,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and self-employment schedule flexibility. Medium trust in public health means some willingness, but the cumbersome process lowers motivation.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P18,3,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and self-employment schedule flexibility. Medium trust in public health means she is somewhat open but deterred by the cumbersome process.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P18,4,"The in-person registration with lengthy wait times and paperwork is inconvenient, especially with a young child to care for. While she has some trust in public health and access to a doctor, the cumbersome process and required documentation reduce her motivation to proceed.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P18,5,"The in-person registration with lengthy wait times and multiple documents is inconvenient, especially with a young child and self-employment schedule flexibility. Medium trust in public health means some willingness, but the barriers reduce motivation.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P19,1,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her motivation despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P19,2,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, and medium trust in public health authorities does not strongly motivate her to overcome these barriers.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P19,3,"The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P19,4,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. Medium trust in public health authorities provides some motivation, but the barriers reduce her willingness significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P19,5,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P20,1,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P20,2,"The in-person registration with long wait times and multiple documents is inconvenient given her full-time job and childcare responsibilities. Medium trust in public health authorities provides some motivation, but logistical barriers reduce her willingness.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P20,3,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health authorities.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P20,4,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. The requirement for income and residency proof adds complexity, reducing her willingness despite medium trust in public health.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P20,5,The in-person registration with long wait times and paperwork is a significant barrier given her full-time job with limited time off and childcare responsibilities. Medium trust in public health authorities is not enough to overcome these logistical challenges.,0,0,1,1,0
GPT-4.1 mini,OpenAI,,P21,1,The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. Medium trust in public health authorities is not enough to overcome these barriers easily.,0,0,1,1,0
GPT-4.1 mini,OpenAI,,P21,2,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. Medium trust in public health and easy access to a doctor slightly increase willingness, but the barriers reduce it significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P21,3,The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. Medium trust in public health authorities is not enough to overcome these barriers easily.,0,0,1,1,0
GPT-4.1 mini,OpenAI,,P21,4,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. Medium trust in public health and easy access to a doctor slightly increase willingness, but the barriers reduce it significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P21,5,"The in-person registration with long wait times and paperwork is inconvenient given her full-time job and childcare responsibilities. Medium trust in public health and easy access to a doctor slightly increase willingness, but the logistical barriers reduce it significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P22,1,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and no regular doctor reduce motivation, but moderate income and flexible hours provide some ability to comply.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P22,2,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. The requirement for income and residency proof adds complexity, and medium trust in public health reduces motivation to overcome these barriers.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P22,3,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health authorities provides some motivation, but the barriers reduce willingness significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P22,4,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and flexible hours slightly increase willingness, but the cumbersome process lowers motivation.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P22,5,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and no regular doctor reduce motivation, but income and flexible hours provide some ability to comply.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P23,1,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and flexible hours somewhat mitigate reluctance, but the barriers reduce willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P23,2,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and flexible hours somewhat mitigate barriers, but the overall process is a significant deterrent.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P23,3,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and a regular doctor may encourage vaccination, but the logistical barriers reduce willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P23,4,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health authorities provides some motivation, but the logistical barriers reduce willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P23,5,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and flexible hours somewhat mitigate reluctance, but the cumbersome process lowers willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P24,1,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and easy access to a doctor somewhat motivate vaccination, but the cumbersome process lowers willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P24,2,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and part-time work. However, having a regular doctor and medium trust in public health encourages some willingness to get vaccinated despite the hurdles.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P24,3,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health means she is somewhat open but the cumbersome process lowers her willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P24,4,"The in-person registration with lengthy wait times and paperwork is inconvenient, especially with a young child and part-time work. Medium trust in public health and easy access to a doctor somewhat motivate vaccination, but the cumbersome process lowers willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P24,5,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and part-time work. Medium trust in public health and easy access to a doctor may reduce urgency, lowering willingness despite the importance of vaccination.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P25,1,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health and flexible schedule slightly increase willingness, but the burdensome process lowers it significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P25,2,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and no regular healthcare provider. While she has some trust in public health, the cumbersome process and scheduling delay reduce her willingness to proceed.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P25,3,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health and flexible schedule slightly increase willingness, but the cumbersome process lowers it significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P25,4,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health and flexible schedule slightly increase willingness, but the burdensome process lowers motivation.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P25,5,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child and no regular healthcare provider. Medium trust in public health and flexible schedule slightly increase willingness, but the burdensome process lowers it significantly.",0,0,1,1,0
GPT-4.1 mini,OpenAI,,P26,1,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health authorities provides some motivation, but the logistical barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P26,2,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health authorities provides some motivation, but the logistical barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P26,3,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health authorities provides some motivation, but the logistical barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P26,4,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health authorities provides some motivation, but the logistical barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P26,5,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health authorities provides some motivation, but the logistical barriers reduce willingness significantly.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P27,1,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child, but her medium trust in public health and easy access to a doctor keep her moderately willing to proceed.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P27,2,"The in-person registration with long wait times and multiple documents is inconvenient, especially with a young child and a busy self-employed schedule. Medium trust in public health means she is somewhat open to vaccination but the cumbersome process lowers her willingness.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P27,3,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child, but her flexible schedule and medium trust in public health make her moderately willing to proceed.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P27,4,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child, but her medium trust in public health and easy access to a doctor keep her moderately willing to proceed.",0,0,1,0,0
GPT-4.1 mini,OpenAI,,P27,5,"The in-person registration with long wait times and paperwork is inconvenient, especially with a young child, but her flexible schedule and medium trust in public health make her moderately willing to proceed.",0,0,1,0,0
GPT-4o,OpenAI,,P01,1,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. Additionally, the need for income verification and proof of residency adds complexity, making it less feasible for her to prioritize vaccination despite medium trust in public health authorities.",0,0,1,1,0
GPT-4o,OpenAI,,P01,2,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. Additionally, the need for income verification and proof of residency adds complexity, which may deter her from proceeding despite medium trust in public health authorities.",0,0,1,1,0
GPT-4o,OpenAI,,P01,3,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities may still motivate her to consider vaccination despite the challenges.",0,0,1,1,0
GPT-4o,OpenAI,,P01,4,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities may still motivate her to consider vaccination despite these challenges.",0,0,1,1,0
