run_id,order_index,block,model,provider,route,requested_model_id,frame,profile_id,profile_text,burden_level,scenario_text,repetition
CAN_SIM_00182,182,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P16,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",3
CAN_SIM_00183,183,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P17,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",2
CAN_SIM_00184,184,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P04,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00185,185,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P10,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00186,186,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P04,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00187,187,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P11,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00188,188,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P05,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_SIM_00189,189,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P19,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_SIM_00190,190,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P18,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",5
CAN_SIM_00191,191,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P24,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00192,192,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P21,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",4
CAN_SIM_00193,193,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P21,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",2
CAN_SIM_00194,194,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P23,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",5
CAN_SIM_00195,195,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P04,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",2
CAN_SIM_00196,196,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P13,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_SIM_00197,197,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P07,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",2
CAN_SIM_00198,198,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P16,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_SIM_00199,199,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P05,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00200,200,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P24,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_SIM_00201,201,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P03,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",4
CAN_SIM_00202,202,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P26,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00203,203,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P23,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_SIM_00204,204,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P08,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",2
CAN_SIM_00205,205,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P26,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",2
CAN_SIM_00206,206,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P21,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",5
CAN_SIM_00207,207,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P14,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00208,208,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P01,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00209,209,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P20,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",5
CAN_SIM_00210,210,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P11,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_SIM_00211,211,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P27,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00212,212,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P09,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",5
CAN_SIM_00213,213,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P06,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_SIM_00214,214,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P01,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",5
CAN_SIM_00215,215,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P03,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_SIM_00216,216,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P23,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_SIM_00217,217,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P08,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00218,218,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P25,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",2
CAN_SIM_00219,219,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P18,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",3
CAN_SIM_00220,220,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P15,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_SIM_00221,221,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P07,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",5
CAN_SIM_00222,222,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P03,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",5
CAN_SIM_00223,223,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P19,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",2
CAN_SIM_00224,224,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P21,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00225,225,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P17,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",2
CAN_SIM_00226,226,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P27,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",1
CAN_SIM_00227,227,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P02,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_SIM_00228,228,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P16,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00229,229,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P06,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",1
CAN_SIM_00230,230,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P13,"A 35-year-old woman living in a suburban area. Her household income is about $55,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",5
CAN_SIM_00231,231,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P03,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00232,232,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P25,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",3
CAN_SIM_00233,233,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P27,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",5
CAN_SIM_00234,234,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P08,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",4
CAN_SIM_00235,235,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P19,"A 35-year-old woman living in a suburban area. Her household income is about $100,000 per year. She has a high school education. She works full-time in a job that does not allow time off easily. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.",low,"The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.",4
CAN_SIM_00236,236,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P08,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
CAN_SIM_00237,237,sim,GPT-4.1,OpenAI,openai,gpt-4.1,baseline,P09,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.",high,"The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.",4
