model,provider,deployment,api_model,item_order,item_id,dimension,reverse_coded,coding_direction,item_text,raw_score,score_valid,score_recoded
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,10,CO4,CO,1,"Negative, R",Individual convenience should not be sacrificed for collective benefits.,3,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,11,AP2,AP,1,"Negative, R",It is acceptable for public programs to limit individual discretion when doing so improves administrative efficiency.,4,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,12,ST1,ST,0,Positive,Public health agencies can generally be trusted to make decisions that protect the well-being of the population.,5,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,13,BS3,BS,0,Positive,Even small procedural barriers can deter eligible individuals from receiving public benefits.,5,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,14,CA4,CA,1,"Negative, R",Coercive policy tools are sometimes necessary to protect public health.,5,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,15,CO2,CO,1,"Negative, R",Individuals should not be expected to tolerate inconvenience for the sake of public health goals.,2,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,16,AP3,AP,0,Positive,Policies that reduce personal choice raise ethical concerns even when they improve program performance.,5,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,17,ST2,ST,1,"Negative, R",Government administrative requirements are often arbitrary obstacles that discourage people from accessing services.,3,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,18,BS4,BS,1,"Negative, R",The inconvenience of administrative procedures is usually exaggerated.,2,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,19,CO3,CO,0,Positive,People should be willing to accept some procedural burden if it helps protect vulnerable groups.,6,1,
Qwen3.6-72B Instruct,Qwen,official_api,qwen3.6-72b-instruct,20,CA1,CA,0,Positive,Fines or penalties are likely to increase resentment when used to encourage health behavior.,5,1,
