run_id,model,provider,api_model,json_valid,score_valid,non_refusal,willingness,rationale,raw_output,error,timestamp_utc
RUN00602,GPT-4o,OpenAI,gpt-4o,True,True,True,75,"The convenient location and flexible hours make it easy to fit into her schedule. The minimal documentation requirement and quick process are also appealing. However, her medium trust in public health authorities may cause some hesitation.","```json
{
  ""willingness"": 75,
  ""rationale"": ""The convenient location and flexible hours make it easy to fit into her schedule. The minimal documentation requirement and quick process are also appealing. However, her medium trust in public health authorities may cause some hesitation.""
}
```",,2026-06-02T06:17:47.677318+00:00
RUN00603,GPT-4o,OpenAI,gpt-4o,True,True,True,75,"The convenient location and flexible hours make it easy to fit into her schedule. The minimal documentation requirement and quick process are also appealing. However, her medium trust in public health authorities may cause some hesitation.","```json
{
  ""willingness"": 75,
  ""rationale"": ""The convenient location and flexible hours make it easy to fit into her schedule. The minimal documentation requirement and quick process are also appealing. However, her medium trust in public health authorities may cause some hesitation.""
}
```",,2026-06-02T06:17:48.830007+00:00
RUN00604,GPT-4o,OpenAI,gpt-4o,True,True,True,75,"The convenient location and flexible hours make it easy to fit into her schedule. The minimal documentation requirement and quick process are also appealing. However, her medium trust in public health authorities may cause some hesitation.","```json
{
  ""willingness"": 75,
  ""rationale"": ""The convenient location and flexible hours make it easy to fit into her schedule. The minimal documentation requirement and quick process are also appealing. However, her medium trust in public health authorities may cause some hesitation.""
}
```",,2026-06-02T06:17:50.288221+00:00
RUN00605,GPT-4o,OpenAI,gpt-4o,True,True,True,75,"The convenient location and flexible hours make it easy to fit into her schedule, and the minimal documentation required simplifies the process. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.","```json
{
  ""willingness"": 75,
  ""rationale"": ""The convenient location and flexible hours make it easy to fit into her schedule, and the minimal documentation required simplifies the process. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.""
}
```",,2026-06-02T06:17:51.589025+00:00
RUN00606,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and advance scheduling are deterrents.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and advance scheduling are deterrents.""
}
```",,2026-06-02T06:17:52.713999+00:00
RUN00607,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.""
}
```",,2026-06-02T06:17:53.808041+00:00
RUN00608,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and advance scheduling are deterrents.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and advance scheduling are deterrents.""
}
```",,2026-06-02T06:17:55.023545+00:00
RUN00609,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.""
}
```",,2026-06-02T06:17:56.249709+00:00
RUN00610,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.""
}
```",,2026-06-02T06:17:57.391144+00:00
RUN00611,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her work schedule. The minimal documentation requirement and quick process further reduce barriers, increasing her likelihood to proceed with vaccination.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her work schedule. The minimal documentation requirement and quick process further reduce barriers, increasing her likelihood to proceed with vaccination.""
}
```",,2026-06-02T06:17:58.582652+00:00
RUN00612,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her work schedule. The minimal documentation requirement and quick process further reduce barriers, increasing her willingness to proceed.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her work schedule. The minimal documentation requirement and quick process further reduce barriers, increasing her willingness to proceed.""
}
```",,2026-06-02T06:18:00.520010+00:00
RUN00613,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her work schedule. The minimal documentation requirement and quick process further reduce barriers, increasing her likelihood to proceed with vaccination.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her work schedule. The minimal documentation requirement and quick process further reduce barriers, increasing her likelihood to proceed with vaccination.""
}
```",,2026-06-02T06:18:01.652334+00:00
RUN00614,GPT-4o,OpenAI,gpt-4o,True,True,True,85,The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her schedule. The minimal documentation requirement and quick process further increase her willingness.,"```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with flexible hours makes it convenient for her to get vaccinated without disrupting her schedule. The minimal documentation requirement and quick process further increase her willingness.""
}
```",,2026-06-02T06:18:02.598066+00:00
RUN00615,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The nearby pharmacy with flexible hours makes it convenient for her schedule, and the minimal documentation requirement simplifies the process. Her medium trust in public health authorities suggests some hesitancy, but the convenience likely outweighs it.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with flexible hours makes it convenient for her schedule, and the minimal documentation requirement simplifies the process. Her medium trust in public health authorities suggests some hesitancy, but the convenience likely outweighs it.""
}
```",,2026-06-02T06:18:07.029073+00:00
RUN00616,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values health and has a child to protect, but the logistical challenges and time commitment may be a deterrent given her income and distance from the clinic.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values health and has a child to protect, but the logistical challenges and time commitment may be a deterrent given her income and distance from the clinic.""
}
```",,2026-06-02T06:18:08.406029+00:00
RUN00617,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the logistical challenges and time commitment may be a deterrent. Her medium trust in public health authorities and the inconvenience of the process might lower her willingness slightly.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the logistical challenges and time commitment may be a deterrent. Her medium trust in public health authorities and the inconvenience of the process might lower her willingness slightly.""
}
```",,2026-06-02T06:18:09.712947+00:00
RUN00618,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the logistical challenges and time commitment may be a deterrent. Her medium trust in public health authorities and the inconvenience of the process might lower her willingness slightly.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the logistical challenges and time commitment may be a deterrent. Her medium trust in public health authorities and the inconvenience of the process might lower her willingness slightly.""
}
```",,2026-06-02T06:18:10.955952+00:00
RUN00619,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"She values her health and her child's well-being, but the logistical challenges and time commitment may be a deterrent. Her medium trust in public health authorities and the inconvenience of the process might lower her willingness slightly.","```json
{
  ""willingness"": 60,
  ""rationale"": ""She values her health and her child's well-being, but the logistical challenges and time commitment may be a deterrent. Her medium trust in public health authorities and the inconvenience of the process might lower her willingness slightly.""
}
```",,2026-06-02T06:18:12.392318+00:00
RUN00620,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values health and has a child to consider, but the logistical challenges and time commitment may be a deterrent given her income and distance from the clinic.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values health and has a child to consider, but the logistical challenges and time commitment may be a deterrent given her income and distance from the clinic.""
}
```",,2026-06-02T06:18:13.457451+00:00
RUN00621,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient scheduling, proximity of the pharmacy, and minimal time commitment make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests she is likely to proceed with vaccination, especially to protect her child.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient scheduling, proximity of the pharmacy, and minimal time commitment make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests she is likely to proceed with vaccination, especially to protect her child.""
}
```",,2026-06-02T06:18:14.628007+00:00
RUN00622,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient scheduling, nearby location, and minimal time commitment make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient scheduling, nearby location, and minimal time commitment make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.""
}
```",,2026-06-02T06:18:16.338654+00:00
RUN00623,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient scheduling and location, along with minimal documentation requirements, make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests she is likely to proceed with vaccination, especially considering the health of her young child.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient scheduling and location, along with minimal documentation requirements, make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests she is likely to proceed with vaccination, especially considering the health of her young child.""
}
```",,2026-06-02T06:18:17.571918+00:00
RUN00624,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient scheduling, nearby location, and minimal time commitment make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient scheduling, nearby location, and minimal time commitment make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.""
}
```",,2026-06-02T06:18:18.897780+00:00
RUN00625,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient scheduling and location, along with minimal documentation requirements, make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs this concern.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient scheduling and location, along with minimal documentation requirements, make it easy for her to fit the appointment into her flexible schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs this concern.""
}
```",,2026-06-02T06:18:20.286121+00:00
RUN00626,GPT-4o,OpenAI,gpt-4o,True,True,True,70,"She values her health and her child's well-being, and can manage her schedule to accommodate the registration process. However, the requirement for in-person registration and the waiting time are inconvenient, slightly reducing her willingness.","```json
{
  ""willingness"": 70,
  ""rationale"": ""She values her health and her child's well-being, and can manage her schedule to accommodate the registration process. However, the requirement for in-person registration and the waiting time are inconvenient, slightly reducing her willingness.""
}
```",,2026-06-02T06:18:21.642201+00:00
RUN00627,GPT-4o,OpenAI,gpt-4o,True,True,True,65,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.","```json
{
  ""willingness"": 65,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.""
}
```",,2026-06-02T06:18:23.307864+00:00
RUN00628,GPT-4o,OpenAI,gpt-4o,True,True,True,70,"She values her health and her child's well-being, and can manage her schedule to accommodate the registration process. However, the requirement for in-person registration and the waiting time are inconvenient, slightly reducing her willingness.","```json
{
  ""willingness"": 70,
  ""rationale"": ""She values her health and her child's well-being, and can manage her schedule to accommodate the registration process. However, the requirement for in-person registration and the waiting time are inconvenient, slightly reducing her willingness.""
}
```",,2026-06-02T06:18:24.486100+00:00
RUN00629,GPT-4o,OpenAI,gpt-4o,True,True,True,65,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the process is still a barrier.","```json
{
  ""willingness"": 65,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the process is still a barrier.""
}
```",,2026-06-02T06:18:25.842235+00:00
RUN00630,GPT-4o,OpenAI,gpt-4o,True,True,True,65,"She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.","```json
{
  ""willingness"": 65,
  ""rationale"": ""She values her health and her child's well-being, but the in-person registration and paperwork are inconvenient. Her flexible schedule helps, but the waiting time and documentation requirements are deterrents.""
}
```",,2026-06-02T06:18:27.052456+00:00
RUN00631,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.""
}
```",,2026-06-02T06:18:28.273285+00:00
RUN00632,GPT-4o,OpenAI,gpt-4o,True,True,True,80,"The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor.","```json
{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor.""
}
```",,2026-06-02T06:18:29.484685+00:00
RUN00633,GPT-4o,OpenAI,gpt-4o,True,True,True,80,"The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.","```json
{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.""
}
```",,2026-06-02T06:18:30.752199+00:00
RUN00634,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.""
}
```",,2026-06-02T06:18:32.032196+00:00
RUN00635,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule and lack of a regular doctor. Her medium trust in public health authorities supports her decision to proceed with vaccination.""
}
```",,2026-06-02T06:18:33.371799+00:00
RUN00636,GPT-4o,OpenAI,gpt-4o,True,True,True,50,"The requirement to register in person and provide documentation is inconvenient, especially with a full-time job and a young child. However, her medium trust in public health authorities and the importance of vaccination may motivate her to overcome these barriers.","```json
{
  ""willingness"": 50,
  ""rationale"": ""The requirement to register in person and provide documentation is inconvenient, especially with a full-time job and a young child. However, her medium trust in public health authorities and the importance of vaccination may motivate her to overcome these barriers.""
}
```",,2026-06-02T06:18:34.646530+00:00
RUN00637,GPT-4o,OpenAI,gpt-4o,True,True,True,40,"The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities may still motivate her to consider vaccination despite the inconvenience.","```json
{
  ""willingness"": 40,
  ""rationale"": ""The requirement to register in person and the long waiting time are significant barriers given her job constraints and childcare responsibilities. However, her medium trust in public health authorities may still motivate her to consider vaccination despite the inconvenience.""
}
```",,2026-06-02T06:18:35.953540+00:00
RUN00638,GPT-4o,OpenAI,gpt-4o,True,True,True,40,The requirement to register in person and provide documentation is a significant barrier due to her work schedule and childcare responsibilities. The medium trust in public health authorities and lack of a regular doctor also contribute to her hesitancy.,"```json
{
  ""willingness"": 40,
  ""rationale"": ""The requirement to register in person and provide documentation is a significant barrier due to her work schedule and childcare responsibilities. The medium trust in public health authorities and lack of a regular doctor also contribute to her hesitancy.""
}
```",,2026-06-02T06:18:37.105079+00:00
RUN00639,GPT-4o,OpenAI,gpt-4o,True,True,True,40,"The requirement to register in person and provide documentation, combined with the long waiting time and her job constraints, makes it difficult for her to prioritize vaccination despite medium trust in public health authorities.","```json
{
  ""willingness"": 40,
  ""rationale"": ""The requirement to register in person and provide documentation, combined with the long waiting time and her job constraints, makes it difficult for her to prioritize vaccination despite medium trust in public health authorities.""
}
```",,2026-06-02T06:18:38.381771+00:00
RUN00640,GPT-4o,OpenAI,gpt-4o,True,True,True,50,"The requirement to register in person and provide documentation is inconvenient, especially with a full-time job and a young child. However, her medium trust in public health authorities and the importance of vaccination may motivate her to overcome these barriers.","```json
{
  ""willingness"": 50,
  ""rationale"": ""The requirement to register in person and provide documentation is inconvenient, especially with a full-time job and a young child. However, her medium trust in public health authorities and the importance of vaccination may motivate her to overcome these barriers.""
}
```",,2026-06-02T06:18:39.569860+00:00
RUN00641,GPT-4o,OpenAI,gpt-4o,True,True,True,85,The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness to proceed with vaccination.,"```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness to proceed with vaccination.""
}
```",,2026-06-02T06:18:41.112247+00:00
RUN00642,GPT-4o,OpenAI,gpt-4o,True,True,True,85,The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness to proceed with vaccination.,"```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness to proceed with vaccination.""
}
```",,2026-06-02T06:18:42.324922+00:00
RUN00643,GPT-4o,OpenAI,gpt-4o,True,True,True,85,The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness.,"```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness.""
}
```",,2026-06-02T06:18:43.441036+00:00
RUN00644,GPT-4o,OpenAI,gpt-4o,True,True,True,85,The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness.,"```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness.""
}
```",,2026-06-02T06:18:44.857247+00:00
RUN00645,GPT-4o,OpenAI,gpt-4o,True,True,True,85,The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness.,"```json
{
  ""willingness"": 85,
  ""rationale"": ""The nearby pharmacy with extended hours makes it convenient for her to get vaccinated without taking time off work. The quick process and minimal documentation required further increase her willingness.""
}
```",,2026-06-02T06:18:46.090093+00:00
RUN00646,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values vaccination but the in-person registration and long wait time are significant barriers, especially with a young child and a job with limited flexibility. However, her medium trust in public health and having a regular doctor may motivate her to overcome these obstacles.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values vaccination but the in-person registration and long wait time are significant barriers, especially with a young child and a job with limited flexibility. However, her medium trust in public health and having a regular doctor may motivate her to overcome these obstacles.""
}
```",,2026-06-02T06:18:47.379167+00:00
RUN00647,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values vaccination but faces logistical challenges due to work constraints and the distant clinic. The requirement for in-person registration and long wait times are significant barriers, but her medium trust in public health may motivate her to overcome these obstacles for her and her child's health.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values vaccination but faces logistical challenges due to work constraints and the distant clinic. The requirement for in-person registration and long wait times are significant barriers, but her medium trust in public health may motivate her to overcome these obstacles for her and her child's health.""
}
```",,2026-06-02T06:18:48.793969+00:00
RUN00648,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values vaccination but faces logistical challenges due to work constraints and the distant clinic. The requirement for in-person registration and long wait times may deter her, but her medium trust in public health and concern for her child's health motivate her to proceed.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values vaccination but faces logistical challenges due to work constraints and the distant clinic. The requirement for in-person registration and long wait times may deter her, but her medium trust in public health and concern for her child's health motivate her to proceed.""
}
```",,2026-06-02T06:18:50.019344+00:00
RUN00649,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values vaccination but the in-person registration, required documentation, and long wait times are significant barriers given her work constraints and childcare responsibilities.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values vaccination but the in-person registration, required documentation, and long wait times are significant barriers given her work constraints and childcare responsibilities.""
}
```",,2026-06-02T06:18:51.353087+00:00
RUN00650,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values vaccination but the in-person registration and long wait time are significant barriers, especially with a young child and a job with limited flexibility.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values vaccination but the in-person registration and long wait time are significant barriers, especially with a young child and a job with limited flexibility.""
}
```",,2026-06-02T06:18:52.434920+00:00
RUN00651,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it feasible for her to get vaccinated despite her busy schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.""
}
```",,2026-06-02T06:18:53.699974+00:00
RUN00652,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit into her schedule, and her medium trust in public health authorities supports her decision to get vaccinated.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit into her schedule, and her medium trust in public health authorities supports her decision to get vaccinated.""
}
```",,2026-06-02T06:18:54.781461+00:00
RUN00653,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location and flexible hours accommodate her work schedule, and the quick process minimizes disruption. Her medium trust in public health authorities suggests some hesitancy, but the ease of access and minimal requirements likely outweigh concerns.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location and flexible hours accommodate her work schedule, and the quick process minimizes disruption. Her medium trust in public health authorities suggests some hesitancy, but the ease of access and minimal requirements likely outweigh concerns.""
}
```",,2026-06-02T06:18:56.148920+00:00
RUN00654,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit into her schedule, and her medium trust in public health authorities supports her decision to get vaccinated.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit into her schedule, and her medium trust in public health authorities supports her decision to get vaccinated.""
}
```",,2026-06-02T06:18:57.268963+00:00
RUN00655,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and quick process make it easy to fit into her schedule despite her job constraints. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and quick process make it easy to fit into her schedule despite her job constraints. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs it.""
}
```",,2026-06-02T06:18:58.685667+00:00
RUN00656,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values health and has access to a regular doctor, indicating some level of health consciousness. However, the in-person registration and long waiting time are significant barriers given her job constraints and childcare responsibilities.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values health and has access to a regular doctor, indicating some level of health consciousness. However, the in-person registration and long waiting time are significant barriers given her job constraints and childcare responsibilities.""
}
```",,2026-06-02T06:19:00.481668+00:00
RUN00657,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values health and has access to a regular doctor, indicating some level of health consciousness. However, the in-person registration and long waiting time are significant barriers given her job constraints and childcare responsibilities.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values health and has access to a regular doctor, indicating some level of health consciousness. However, the in-person registration and long waiting time are significant barriers given her job constraints and childcare responsibilities.""
}
```",,2026-06-02T06:19:01.762963+00:00
RUN00658,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values health and has access to a regular doctor, but the in-person registration and long wait time are inconvenient due to her job and childcare responsibilities. Her medium trust in public health authorities also affects her willingness.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values health and has access to a regular doctor, but the in-person registration and long wait time are inconvenient due to her job and childcare responsibilities. Her medium trust in public health authorities also affects her willingness.""
}
```",,2026-06-02T06:19:03.212080+00:00
RUN00659,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values health and has access to a regular doctor, but the in-person registration and long wait time are inconvenient due to her job and childcare responsibilities. Her medium trust in public health authorities also affects her willingness.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values health and has access to a regular doctor, but the in-person registration and long wait time are inconvenient due to her job and childcare responsibilities. Her medium trust in public health authorities also affects her willingness.""
}
```",,2026-06-02T06:19:04.546676+00:00
RUN00660,GPT-4o,OpenAI,gpt-4o,True,True,True,60,"The person values health and has access to a regular doctor, but the in-person registration and long wait time are significant barriers given her job constraints and childcare responsibilities.","```json
{
  ""willingness"": 60,
  ""rationale"": ""The person values health and has access to a regular doctor, but the in-person registration and long wait time are significant barriers given her job constraints and childcare responsibilities.""
}
```",,2026-06-02T06:19:07.246051+00:00
RUN00661,GPT-4o,OpenAI,gpt-4o,True,True,True,75,"The convenient location, flexible hours, and minimal documentation required make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs this concern.","```json
{
  ""willingness"": 75,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation required make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs this concern.""
}
```",,2026-06-02T06:19:08.847125+00:00
RUN00662,GPT-4o,OpenAI,gpt-4o,True,True,True,85,"The convenient location, flexible hours, and minimal documentation required make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests she is likely to proceed with vaccination, especially to protect her child.","```json
{
  ""willingness"": 85,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation required make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests she is likely to proceed with vaccination, especially to protect her child.""
}
```",,2026-06-02T06:19:10.059040+00:00
RUN00663,GPT-4o,OpenAI,gpt-4o,True,True,True,80,"The convenient location, flexible hours, and minimal documentation make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs this concern.","```json
{
  ""willingness"": 80,
  ""rationale"": ""The convenient location, flexible hours, and minimal documentation make it easy for her to fit the appointment into her schedule. Her medium trust in public health authorities suggests some hesitancy, but the ease of access likely outweighs this concern.""
}
```",,2026-06-02T06:19:11.386336+00:00
