model,provider,access_route,requested_model_id,returned_model_id,route_provider,profile_id,burden_level,repetition,profile_text,scenario_text,raw_response,json_valid,willingness,score_valid,rationale,non_refusal,timestamp,temperature,top_p,metadata_json
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P06,high,1,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 42,
  ""rationale"": ""While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.""
}
```",True,42,True,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",True,2026-06-04T20:44:08.893686+00:00,0,default,"{""id"": ""gen-1780605846-eHbqIPgfTqwnOYSLldGV"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P06,high,2,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 42,
  ""rationale"": ""While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.""
}
```",True,42,True,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",True,2026-06-04T20:44:11.291627+00:00,0,default,"{""id"": ""gen-1780605849-vDf01VPO1KZZOVlOBNEN"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P06,high,3,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 42,
  ""rationale"": ""While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.""
}
```",True,42,True,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",True,2026-06-04T20:44:14.319737+00:00,0,default,"{""id"": ""gen-1780605852-d8bcOdc6IExecADgZQX5"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P06,high,4,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 42,
  ""rationale"": ""While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.""
}
```",True,42,True,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",True,2026-06-04T20:44:16.982042+00:00,0,default,"{""id"": ""gen-1780605854-z2g0JLDD3g3nPRLso5pX"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P06,high,5,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She works part-time with somewhat flexible hours. She has a 3-year-old child. She has a regular doctor and can get appointments easily. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 42,
  ""rationale"": ""While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.""
}
```",True,42,True,"While her access to healthcare and medium trust in authorities are positive factors, the registration barriers significantly reduce willingness. The requirement for in-person registration with documentation, multiple forms, 1-2 hour wait times, and advance scheduling creates substantial friction—particularly challenging given her part-time work schedule, low household income (making time away costly), and childcare responsibilities. These logistical obstacles are known to disproportionately affect people with her socioeconomic profile.",True,2026-06-04T20:44:19.299620+00:00,0,default,"{""id"": ""gen-1780605857-ou8wQ4QOUanOvhzY6o8A"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,low,1,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 68,
  ""rationale"": ""This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely pushes willingness above the midpoint, but underlying trust and socioeconomic factors prevent higher confidence.""
}
```",True,68,True,"This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely pushes willingness above the midpoint, but underlying trust and socioeconomic factors prevent higher confidence.",True,2026-06-04T20:44:22.295763+00:00,0,default,"{""id"": ""gen-1780605859-Ix2W7oY4BzMXPYdasePR"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,low,2,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 68,
  ""rationale"": ""This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.""
}
```",True,68,True,"This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.",True,2026-06-04T20:44:25.078166+00:00,0,default,"{""id"": ""gen-1780605862-9ejddIPzZzM6wQeiNH3A"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,low,3,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 68,
  ""rationale"": ""This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.""
}
```",True,68,True,"This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.",True,2026-06-04T20:44:28.088054+00:00,0,default,"{""id"": ""gen-1780605865-jlmqtQgNOBX6E4FX2dj1"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,low,4,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 68,
  ""rationale"": ""This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.""
}
```",True,68,True,"This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.",True,2026-06-04T20:44:31.002649+00:00,0,default,"{""id"": ""gen-1780605868-ikck88uwocZswfYZPPz2"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,low,5,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 68,
  ""rationale"": ""This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.""
}
```",True,68,True,"This person faces moderate barriers to vaccination but the scenario mitigates several key obstacles. Positive factors include convenient pharmacy location, flexible hours accommodating self-employment, minimal documentation requirements, and quick appointment time—all important for someone with limited healthcare access and a young child. However, medium trust in public health authorities and lack of established healthcare relationships may create hesitation, and low household income could introduce concerns about costs despite the streamlined process. The accessibility of this scenario likely overcomes logistical barriers but doesn't fully address underlying trust or information concerns.",True,2026-06-04T20:44:34.296141+00:00,0,default,"{""id"": ""gen-1780605871-2jjkDYOOzd9131hYYVDH"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,high,1,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 38,
  ""rationale"": ""While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.""
}
```",True,38,True,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",True,2026-06-04T20:44:37.132688+00:00,0,default,"{""id"": ""gen-1780605874-RGrkMiyhQuKDQSUkJeNP"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,high,2,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 38,
  ""rationale"": ""While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.""
}
```",True,38,True,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",True,2026-06-04T20:44:39.455682+00:00,0,default,"{""id"": ""gen-1780605877-E6xfzxnVR0SCJa5jfNpM"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,high,3,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 38,
  ""rationale"": ""While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.""
}
```",True,38,True,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",True,2026-06-04T20:44:41.977119+00:00,0,default,"{""id"": ""gen-1780605879-QcHUXOpest2v6hhOhHtw"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,high,4,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 38,
  ""rationale"": ""While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.""
}
```",True,38,True,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",True,2026-06-04T20:44:44.498282+00:00,0,default,"{""id"": ""gen-1780605882-v8h6Gx4D6pdwyk2D4zgo"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P07,high,5,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She does not have a regular doctor or health clinic. Her trust in public health authorities is medium.","The person must register in person at a designated public health center. The person must bring income verification and proof of residency. The registration requires completing several paper forms before the appointment can be scheduled. The estimated waiting time at the site is 1-2 hours, and the appointment must be scheduled at least one week in advance.","```json
{
  ""willingness"": 38,
  ""rationale"": ""While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.""
}
```",True,38,True,"While the person's self-employment provides scheduling flexibility, multiple structural barriers significantly reduce willingness: the requirement for in-person registration with extensive documentation (income verification, proof of residency, multiple forms) creates administrative burden; the 1-2 hour waiting time is costly for a self-employed individual with childcare responsibilities; lack of a regular healthcare provider suggests lower healthcare engagement; and medium trust in authorities provides insufficient motivation to overcome these obstacles. The low household income may also create anxiety around documentation requirements.",True,2026-06-04T20:44:46.997317+00:00,0,default,"{""id"": ""gen-1780605884-ElQwCosp5FQX1iJokzDZ"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P08,low,1,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 72,
  ""rationale"": ""This person faces moderate barriers (low income, distance to regular clinic, medium trust in authorities) but the scenario removes key obstacles through convenient pharmacy access, flexible hours accommodating self-employment, minimal time commitment, and streamlined registration. The combination of accessibility and convenience likely outweighs hesitations, though medium trust in public health and logistical challenges of arranging childcare prevent higher willingness.""
}
```",True,72,True,"This person faces moderate barriers (low income, distance to regular clinic, medium trust in authorities) but the scenario removes key obstacles through convenient pharmacy access, flexible hours accommodating self-employment, minimal time commitment, and streamlined registration. The combination of accessibility and convenience likely outweighs hesitations, though medium trust in public health and logistical challenges of arranging childcare prevent higher willingness.",True,2026-06-04T20:44:49.644260+00:00,0,default,"{""id"": ""gen-1780605887-0yqt2hADJuhnvUMytVT1"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P08,low,2,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 72,
  ""rationale"": ""This person faces moderate barriers (low income, distance to regular clinic, medium trust in authorities) but the scenario removes key obstacles through convenient pharmacy access, flexible hours accommodating self-employment, minimal time commitment, and streamlined registration. The combination of accessibility and convenience likely outweighs hesitations, though medium trust in public health and logistical challenges of arranging childcare prevent higher willingness.""
}
```",True,72,True,"This person faces moderate barriers (low income, distance to regular clinic, medium trust in authorities) but the scenario removes key obstacles through convenient pharmacy access, flexible hours accommodating self-employment, minimal time commitment, and streamlined registration. The combination of accessibility and convenience likely outweighs hesitations, though medium trust in public health and logistical challenges of arranging childcare prevent higher willingness.",True,2026-06-04T20:44:52.118524+00:00,0,default,"{""id"": ""gen-1780605889-wriCWBr90SPPa3MquLYM"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
Claude Haiku,Anthropic,OpenRouter,anthropic/claude-haiku-4.5,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,P08,low,3,"A 35-year-old woman living in a suburban area. Her household income is about $20,000 per year. She has a high school education. She is self-employed and controls her own schedule. She has a 3-year-old child. She has a regular doctor but the clinic is far from her home. Her trust in public health authorities is medium.","The person can schedule the vaccination appointment online. The appointment is available at a nearby pharmacy with extended evening and weekend hours. No documentation is required beyond a standard identification card. The appointment can be confirmed immediately, and the estimated total time required, including check-in and vaccination, is about 15 minutes.","```json
{
  ""willingness"": 72,
  ""rationale"": ""This person faces moderate barriers (low income, distance to regular clinic, medium trust in authorities) but the scenario removes key obstacles through convenient pharmacy access, flexible hours accommodating self-employment, minimal time commitment, and streamlined registration. The combination of accessibility and convenience likely outweighs hesitations, though medium trust in public health and logistical challenges of arranging childcare prevent higher willingness.""
}
```",True,72,True,"This person faces moderate barriers (low income, distance to regular clinic, medium trust in authorities) but the scenario removes key obstacles through convenient pharmacy access, flexible hours accommodating self-employment, minimal time commitment, and streamlined registration. The combination of accessibility and convenience likely outweighs hesitations, though medium trust in public health and logistical challenges of arranging childcare prevent higher willingness.",True,2026-06-04T20:44:57.135342+00:00,0,default,"{""id"": ""gen-1780605892-PuZjNg06Jzy8p9Q87NEL"", ""model"": ""anthropic/claude-4.5-haiku-20251001"", ""provider"": ""Amazon Bedrock""}"
